material_id,composition,target_pred_n0,target_target
7694,La1Pt2Ge2,1.7846107482910156,0.48
7695,La1Pt2Si2,2.5857200622558594,1.4325
7696,La1Pt3P1,2.827669143676758,1.5
7697,La1Pt3Si1,2.015951156616211,0.6
7698,La1Pt4Ge12,3.083881378173828,8.253333
7699,La1Rh1Al1,2.7539634704589844,2.4
7700,La1Rh1Bi1,2.850221633911133,2.36
7701,La1Rh1P1,3.756258010864258,2.5
7702,La1Rh1Sb1,1.1124534606933594,2.1
7703,La1Rh1Si1,1.9875125885009766,4.35
7704,La1Rh1Si3,3.0581512451171875,2.245
7705,La1Rh1Sn1,2.077280044555664,1.9166666
7706,La1Rh2Si2,2.431123733520508,1.658
7707,La1Rh3,1.5529594421386719,2.6
7708,La1Rh3B2,2.840085983276367,2.57
7709,La1Rh4Si2B1,2.2250900268554688,8.0
7710,La1Rh5,1.3267345428466797,1.62
7711,La1Ru1.5Sn4.5,3.2840232849121094,3.9
7712,La1Ru2,2.7382125854492188,3.7032
7713,La1Ru2.76Co0.24Si2,2.55072021484375,6.04
7714,La1Ru2.85Co0.15Si2,2.8724098205566406,6.45
7715,La1Ru2.9175Fe0.0825Si2,2.7982254028320312,2.51
7716,La1Ru2.925Fe0.075Si2,2.8443374633789062,3.12
7717,La1Ru2.94Co0.06Si2,3.157299041748047,6.62
7718,La1Ru2.94Fe0.06Si2,2.9321041107177734,4.58
7719,La1Ru2.97Fe0.03Si2,3.0839385986328125,6.22
7720,La1Ru2P1.6B0.4,3.506000518798828,2.0
7721,La1Ru2P2,6.255731582641602,3.9333334
7722,La1Ru2Si2,2.722322463989258,3.5
7723,La1Ru2Zn20,0.17372894287109375,0.2
7724,La1Ru3.5Si2,4.101676940917969,7.6
7725,La1Ru3Si2,3.571399688720703,7.316
7726,La1Ru4As12,6.974832534790039,10.3
7727,La1Ru4P12,7.078271865844727,6.923333
7728,La1Ru4Sb12,2.930421829223633,3.2933333
7729,La1S1,3.173473358154297,0.84
7730,La1Sb2,1.986135482788086,0.8
7731,La1Se1,1.9878654479980469,1.02
7732,La1Si10,5.067222595214844,6.7
7733,La1Si2,4.409994125366211,2.4
7734,La1Si5,5.275981903076172,11.4
7735,La1Sm0.8Sr0.2Cu1O4,22.790348052978516,35.0
7736,La1Sn2,2.5666675567626953,3.6
7737,La1Sn3,2.8142871856689453,6.358286
7738,La1Te1,1.5767440795898438,1.48
7739,La1Tl0.24Pb2.76,2.937833786010742,4.46
7740,La1Tl0.75Sn2.25,2.4391708374023438,1.19
7741,La1Tl1.5Pb1.5,2.6121902465820312,1.75
7742,La1Tl1.5Sn1.5,2.466520309448242,1.5
7743,La1Tl2.19Pb0.81,2.3300209045410156,1.37
7744,La1Tl2.25Sn0.75,2.1095428466796875,1.05
7745,La1Tl3,1.5371379852294922,1.5666667
7746,La1Zn1,0.8042755126953125,1.04
7747,La2.1Gd0.7Ca1.4Ba2.8Cu0.7O16.471,70.6909408569336,79.0
7748,La2.1Gd0.9Ca1Ba2.6Sr0.4Cu6.72In0.28O16.54,68.221923828125,65.0
7749,La2.1Nd0.7Ca1.4Ba2.8Cu7O,75.39808654785156,79.0
7750,La2.1Y0.7Ca1.4Ba2.8Cu7O16.433,81.77110290527344,79.0
7751,La2.1Yb0.2Ba2.1Ca0.4Cu5O11.802,58.56816864013672,47.0
7752,La2.25Ca1.5Ba2.25Cu6O13.93,68.89871978759766,74.0
7753,La2.25Pr0.75Se4,1.6457099914550781,0.76
7754,La2.25Pr0.75Tl1,2.061769485473633,1.24
7755,La2.2Ba3.8Cu6O13.86,59.017120361328125,52.0
7756,La2.375Ca1.25Ba2.375Cu6O14.062,69.07919311523438,78.0
7757,La2.3Gd0.6Ca1.2Ba2.9Cu7O16.543,74.56777954101562,80.0
7758,La2.3Gd0.7Ca1Ba2.8Sr0.2Cu6.86In0.14O16.536,76.21629333496094,72.0
7759,La2.3Yb0.1Ba2.3Ca0.2Cu5O11.805,28.092267990112305,25.0
7760,La2.406Pr0.594Tl1,2.155872344970703,2.4
7761,La2.4Ba3.6Cu6O14.01,46.74188995361328,39.0
7762,La2.4Ca1.2Ba2.4Cu6O14.082,68.78251647949219,79.0
7763,La2.4Pr0.6Se4,1.7765464782714844,1.49
7764,La2.4S4Y0.6,1.8478431701660156,4.77
7765,La2.4Se4Y0.6,2.4332618713378906,3.92
7766,La2.55Pr0.45Tl1,2.3572769165039062,3.68
7767,La2.574Pr0.426Tl1,2.4295101165771484,3.92
7768,La2.57Ca0.86Ba2.57Cu6O14.2,63.736183166503906,80.0
7769,La2.58Pr0.42S4,1.752431869506836,2.69
7770,La2.5Ca1Ba2.5Cu6O14.146,66.58207702636719,79.0
7771,La2.5Dy0.5Ca1Ba3Cu7O,68.255615234375,80.0
7772,La2.5Gd0.5Ca1Ba3Cu7O16.359,71.57589721679688,80.0
7773,La2.5Gd0.5Ca1Ba3Cu7O16.539,71.58550262451172,80.0
7774,La2.5Nd0.5Ca1Ba3Cu7O,72.35475158691406,80.0
7775,La2.5Y0.5Ca1Ba3Cu6.16Fe0.84O16.634,53.72646713256836,41.0
7776,La2.5Y0.5Ca1Ba3Cu6.3Fe0.7O16.627,55.676551818847656,51.0
7777,La2.5Y0.5Ca1Ba3Cu6.44Fe0.56O16.617,58.022850036621094,58.0
7778,La2.5Y0.5Ca1Ba3Cu6.58Fe0.42O16.599,60.84889221191406,68.0
7779,La2.5Y0.5Ca1Ba3Cu6.72Fe0.28O16.592,64.0300064086914,70.0
7780,La2.5Y0.5Ca1Ba3Cu6.86Fe0.14O16.578,67.72575378417969,77.0
7781,La2.5Y0.5Ca1Ba3Cu7Fe7O16.574,79.76399993896484,80.0
7782,La2.5Y0.5Ca1Ba3Cu7O16.552,76.1991958618164,80.0
7783,La2.5Y0.5Ca1Ba3Cu7O16.574,76.26565551757812,80.0
7784,La2.6Ba3.4Cu6O14.06,38.09348678588867,26.0
7785,La2.706Pr0.294Tl1,4.730739593505859,5.25
7786,La2.77Ca0.46Ba2.77Cu6O14.246,48.471012115478516,42.0
7787,La2.7Ca0.6Ba2.7Cu6O14.186,54.24066925048828,74.0
7788,La2.7Gd0.4Ca0.8Ba3.1Cu7O16.537,64.30392456054688,74.0
7789,La2.7Nd0.4Ca0.8Ba3.1Cu7O,69.50389099121094,76.0
7790,La2.7Pr0.3Se4,2.1971683502197266,3.36
7791,La2.82Pr0.18S4,1.1345939636230469,4.33
7792,La2.85Ca0.3Ba2.85Cu6O14.252,37.286460876464844,22.0
7793,La2.85Pr0.15Se4,2.594461441040039,4.81
7794,La2.89Na0.11Cu1O4,27.208114624023438,16.0
7795,La2.89Na0.41Cu1O4,27.26565933227539,18.0
7796,La2.8Ba3.2Cu6O14.07,33.50883865356445,13.0
7797,La2.916Pr0.084Tl1,4.722545623779297,7.7
7798,La2.91Pr0.09Tl1,4.751766204833984,7.55
7799,La2.9234Ce0.0766In1,5.618190765380859,4.02
7800,La2.9251Ce0.0749In1,5.636178970336914,4.42
7801,La2.92Pr0.18Tl1,5.51551628112793,6.51
7802,La2.9394Ce0.0606In1,5.797901153564453,5.72
7803,La2.9451Gd0.0549In1,5.482509613037109,2.71
7804,La2.94Ce0.06In1,5.805646896362305,5.58
7805,La2.952Gd0.048In1,5.492624282836914,3.48
7806,La2.9553Gd0.0447In1,5.499227523803711,4.3
7807,La2.9579Ce0.0421In1,6.049221038818359,7.11
7808,La2.95Ce0.05Ni2B2N2.7,11.34832763671875,10.2
7809,La2.9602Gd0.0398In1,5.506004333496094,6.04
7810,La2.9628Gd0.0372In1,5.507413864135742,5.04
7811,La2.96Ce0.04In1,6.077739715576172,7.01
7812,La2.9706Gd0.0294In1,5.511104583740234,6.0
7813,La2.9745Gd0.0255In1,5.515350341796875,6.92
7814,La2.9889Gd0.0111In1,5.565084457397461,7.92
7815,La2.98Ce0.02In1,6.369533538818359,8.2
7816,La2.9952Gd0.0048In1,5.608816146850586,8.5
7817,La2.9Ce0.1Ni2B2N2.7,11.299291610717773,4.9
7818,La2.9Gd0.3Ca0.6Ba3.2Cu0.3O16.503,61.75018310546875,58.0
7819,La2.9Nd0.3Ca0.6Ba3.2Cu7O,65.73916625976562,58.0
7820,La2Ba4Cu6O13.8,70.23556518554688,65.0
7821,La2Ba4Cu6O14,70.44963073730469,48.0
7822,La2C2Br2,8.81671142578125,7.03
7823,La2Ca2Ba2Cu3O13.712,74.0810546875,76.0
7824,La2Cu0.955V0.045O4.056,35.701416015625,40.0
7825,La2Cu0.965V0.035O4.045,36.43596649169922,40.0
7826,La2Cu0.975V0.025O4.032,37.24348068237305,40.0
7827,La2Cu0.97Zn0.03O4.1,21.5401668548584,7.3
7828,La2Cu0.985V0.015O4.021,38.116695404052734,40.0
7829,La2Cu0.98Zn0.02O4.099,22.89514923095703,19.2
7830,La2Cu0.99Zn0.01O4.099,24.99446678161621,29.3
7831,La2Cu1FO4,22.220544815063477,40.0
7832,La2Cu1O4,34.67074203491211,33.29091
7833,La2Cu1O4.005,34.67415237426758,32.0
7834,La2Cu1O4.012,34.67885971069336,32.0
7835,La2Cu1O4.017,34.682167053222656,34.7
7836,La2Cu1O4.021,34.68480682373047,45.0
7837,La2Cu1O4.022,34.68545913696289,42.0
7838,La2Cu1O4.03,34.69057083129883,30.6
7839,La2Cu1O4.032,34.691829681396484,30.0
7840,La2Cu1O4.034,34.69308853149414,30.7
7841,La2Cu1O4.035,34.69371032714844,35.0
7842,La2Cu1O4.04,34.696861267089844,30.0
7843,La2Cu1O4.044,34.69935607910156,34.0
7844,La2Cu1O4.047,34.70122528076172,29.7
7845,La2Cu1O4.05,34.70311737060547,32.0
7846,La2Cu1O4.054,34.705589294433594,29.1
7847,La2Cu1O4.06,34.709266662597656,43.5
7848,La2Cu1O4.0625,34.710777282714844,17.0
7849,La2Cu1O4.065,34.7122802734375,39.5
7850,La2Cu1O4.066,34.71288299560547,38.0
7851,La2Cu1O4.068,34.71408462524414,36.0
7852,La2Cu1O4.07,34.71527099609375,40.4
7853,La2Cu1O4.075,34.7181282043457,45.0
7854,La2Cu1O4.08,34.72086715698242,37.25
7855,La2Cu1O4.086,34.724117279052734,45.2
7856,La2Cu1O4.09,34.726280212402344,37.0
7857,La2Cu1O4.093,34.727882385253906,45.0
7858,La2Cu1O4.095,34.72903823852539,37.8
7859,La2Cu1O4.11,34.73749923706055,43.5
7860,La2Cu1O4.12,34.74303436279297,43.0
7861,La2Cu1O4.13,34.748592376708984,31.0
7862,La2Cu1O4.32,34.84691619873047,37.5
7863,La2Ir3Si5,3.1601333618164062,1.99
7864,La2Ni1Ge3,1.677053451538086,0.394
7865,La2Pt3Ge5,2.0993595123291016,8.1
7866,La2Rh3Si5,2.6216564178466797,4.4
7867,La2Rh3Sn5,2.1363773345947266,1.85
7868,La2Sb1,2.4932403564453125,3.025
7869,La2Sn5,2.7333946228027344,5.4
7870,La2Tl2Sr2Cu3O11,33.99320983886719,37.0
7871,La3.1Gd0.2Ca0.4Ba3.3Cu7O16.473,31.124103546142578,48.0
7872,La3.1Y0.2Ca0.4Ba3.3Cu7O16.529,50.36258316040039,55.0
7873,La3Ca0.3Cd0.7Ba3Cu7O16.303,50.80549240112305,36.0
7874,La3Ca0.4Cd0.6Ba3Cu7O16.336,59.23625183105469,48.5
7875,La3Ca0.5Cd0.5Ba3Cu7O16.375,66.46534729003906,59.0
7876,La3Ca0.6Cd0.4Ba3Cu7O16.41,71.8368911743164,67.5
7877,La3Ca0.7Cd0.3Ba3Cu7O16.459,76.2965087890625,71.5
7878,La3Ca0.8Cd0.2Ba3Cu7O16.536,80.69642639160156,76.0
7879,La3Ca0.9Cd0.1Ba3Cu7O16.611,84.92545318603516,77.5
7880,La3Ca1Ba3Cu7O16.678,64.6536865234375,80.5
7881,La3Co1Ru3Sn13,2.046947479248047,5.0
7882,La3Co2Ru2Sn13,3.588054656982422,4.0
7883,La3Co2Sn13,1.8381385803222656,1.95
7884,La3Co3.5Ru0.5Sn13,4.409303665161133,2.41
7885,La3Co4Ge13,1.9919719696044922,2.8
7886,La3Co4Sn11.7In1.3,2.5733184814453125,4.6
7887,La3Co4Sn12.35In0.65,2.4062576293945312,5.1
7888,La3Co4Sn13,1.9496879577636719,2.425
7889,La3In0.7Al0.3,6.0370635986328125,9.42
7890,La3Ir2Ge2,1.9114456176757812,4.7
7891,La3Ir4Sn13,3.0925445556640625,2.55
7892,La3Ni1,2.179330825805664,3.6
7893,La3Ni2B2N2.7,3.4486217498779297,12.5
7894,La3Ni2B2N3,3.4357051849365234,13.0325
7895,La3Ni4Ge4,1.0602912902832031,0.74
7896,La3Ni4P4O2,3.361400604248047,2.2
7897,La3Ni4Si4,1.7955360412597656,0.96
7898,La3Pd4Ge4,1.1343116760253906,2.4933333
7899,La3Pd4Si4,1.95599365234375,2.065
7900,La3Pd5Si1,0.90478515625,1.4
7901,La3Pr0.3In1,5.076446533203125,6.2
7902,La3Pr0.6In1,4.570566177368164,3.2
7903,La3Pr0.75In1,4.521123886108398,1.94
7904,La3Rh2Ge2,1.9369964599609375,3.5
7905,La3Rh2Sn13,3.4972457885742188,3.0
7906,La3Rh4Pb13,3.0647430419921875,2.2
7907,La3Rh4Sn13,3.0284481048583984,3.1
7908,La3Ru1,3.0405006408691406,4.875
7909,La3Ru1Pd3Ge13,2.934633255004883,4.8
7910,La3Ru2Sn13,3.8648147583007812,1.58
7911,La3Ru4Ge13,3.075786590576172,3.9
7912,La3Ru4Sn13,3.296876907348633,2.65
7913,La3Ru8B6,3.3483409881591797,3.15
7914,La3S4,3.026926040649414,7.846667
7915,La3Sb3Y1,1.989105224609375,0.13
7916,La3Sc4,2.8923206329345703,8.6
7917,La3Se4,1.9682178497314453,8.326
7918,La3Sn1,5.182273864746094,6.2
7919,La3Te4,1.5968189239501953,4.0275
7920,La3Tl1,2.9800357818603516,8.905
7921,La4Sb3,2.1924819946289062,0.25
7922,La5.8Y0.4Ca0.8Ba3.1Cu7O16.548,43.55470275878906,74.0
7923,La5B2C6,3.9928817749023438,6.9
7924,La5Ru2,2.9130401611328125,2.35
7925,La5Si3,2.103160858154297,1.6
7926,La6Ni2Sn1,2.878305435180664,2.25
7927,La6Zn1Sb15,3.3211746215820312,3.74
7928,La75Au15Cu10,8.709745407104492,3.795
7929,La7Ir3,2.512735366821289,2.33
7930,La7Ni3,1.7620277404785156,2.1
7931,La7Pd3,2.2401256561279297,1.48
7932,La7Rh3,2.7057018280029297,2.59
7933,La7Ru3,2.8749732971191406,1.835
7934,La98Lu0.697Tb1.303,2.3848342895507812,0.632
7935,La98Lu0.754Tb1.246,2.4032249450683594,0.907
7936,La98Lu0.815Tb1.185,2.4065208435058594,1.248
7937,La98Lu0.877Tb1.123,2.4218978881835938,1.602
7938,La98Lu0.934Tb1.066,2.426584243774414,1.608
7939,La98Lu1.15Tb0.85,2.398204803466797,2.582
7940,La98Lu1.4Tb0.6,2.3496932983398438,3.127
7941,La98Lu1.7Tb0.3,2.3705081939697266,3.959
7942,La98Lu1Tb1,2.425130844116211,2.108
7943,La98Lu2,2.765766143798828,4.643
7944,La9Br5B3C6,7.471338272094727,6.0
7945,Li0.05Zr1N1Cl1,14.376794815063477,15.0
7946,Li0.06Zr1N1Cl1,14.423702239990234,15.2
7947,Li0.13Zr1N1Cl1,14.206369400024414,12.2
7948,Li0.14Zr1N1Cl1,14.114212036132812,15.0
7949,Li0.15Sr2Cu1Br2O2,14.305744171142578,8.0
7950,Li0.16Zr1N1Cl1,13.931476593017578,13.8
7951,Li0.17Zr1N1Cl1,13.841043472290039,14.2
7952,Li0.18Zr1N1Cl1,13.756160736083984,11.6
7953,Li0.1Zr1N1Cl1,14.425626754760742,14.0
7954,Li0.28Cs1Ca2Nb3O10,5.654932022094727,5.51
7955,Li0.28Zr1N1Cl1,13.357425689697266,13.4
7956,Li0.33V2O5,7.591152191162109,8.5
7957,Li0.34Cs1Ca2Nb3O10,5.691850662231445,5.4
7958,Li0.34K1Ca2Nb3O10,5.105110168457031,5.405
7959,Li0.34Rb1Ca2Nb3O10,5.4832611083984375,3.52
7960,Li0.34Rb1Sr2Nb3O10,4.913322448730469,6.02
7961,Li0.37Hf1N1Cl1,24.637685775756836,20.0
7962,Li0.3O3W1,5.146974563598633,2.2
7963,Li0.3Ti1.1S2,3.8835391998291016,13.0
7964,Li0.45Nb1O2,6.020830154418945,5.5
7965,Li0.46Cs1Ca2Nb3O10,5.7197418212890625,5.3
7966,Li0.46Rb1Ca2Nb3O10,5.431884765625,3.525
7967,Li0.4Mo1S2,8.192886352539062,3.7
7968,Li0.4Zr1N1Cl1,13.705923080444336,12.5
7969,Li0.55Zr1N1Cl1,14.272163391113281,15.0
7970,Li0.5Hf1N1Cl1,25.729244232177734,26.0
7971,Li0.5Nb1O2,6.068279266357422,10.7
7972,Li0.5Ti1N1Cl1,16.880962371826172,16.5
7973,Li0.62Cs1Ca2Nb3O10,5.814847946166992,4.71
7974,Li0.62Rb1Ca2Nb3O10,5.360235214233398,2.705
7975,Li0.65Zr1N1Cl1,14.699684143066406,15.0
7976,Li0.68Nb1O2,6.198232650756836,5.15
7977,Li0.6Zr1N1Cl1,14.50984001159668,11.7
7978,Li0.84H1Fe1.14Se1O1,42.216453552246094,42.0
7979,Li0.8Fe1.2H1Se1,39.351905822753906,34.0
7980,Li0.8Fe1.2Se0.23S0.77H1O1,19.413036346435547,11.0
7981,Li0.8Fe1.2Se0.34S0.66H1O1,25.341005325317383,18.4
7982,Li0.8Fe1.2Se0.47S0.53H1O1,30.793994903564453,24.2
7983,Li0.8Fe1.2Se0.59S0.41H1O1,34.88753890991211,32.0
7984,Li0.8Fe1.2Se0.72S0.28H1O1,39.34468078613281,35.0
7985,Li0.8Fe1.2Se0.78S0.22H1O1,41.379493713378906,35.6
7986,Li0.8Fe1.2Se0.84S0.16H1O1,42.700828552246094,38.6
7987,Li0.8Fe1.2Se1H1O1,42.51580047607422,40.45
7988,Li0.8Fe1As1,11.528799057006836,17.6
7989,Li0.95Zr1N1Cl1,14.393548965454102,13.4
7990,Li0.98Fe1.02As1,11.630069732666016,4.61
7991,Li0.98Mg0.02Ti2O4,7.668815612792969,11.9
7992,Li0.99Fe1.01As1,11.516653060913086,14.0
7993,Li0.9Mg0.1,9.787567138671875,11.0
7994,Li0.9Mo6O17,7.033586502075195,3.47
7995,Li1,7.639806747436523,11.791734
7996,Li1.035Ti1.965O4,11.829702377319336,11.75
7997,Li1.04Ti1.96O4,11.851343154907227,12.1
7998,Li1.05Ti1.95O4,11.894983291625977,11.25
7999,Li1.07Ti1.93O4,11.981088638305664,11.05
8000,Li1.08Ti1.92O4,12.024497985839844,11.8
8001,Li1.12Ti1.88O4,12.182172775268555,9.9
8002,Li1.16Ti1.84O4,12.244613647460938,8.3
8003,Li1.1Fe1As1,11.234123229980469,20.0
8004,Li1.1Ti1.9O4,12.111337661743164,10.05
8005,Li1.2Rh1B1.5,4.909219741821289,2.5
8006,Li1.3Zr1N1Cl1,12.892866134643555,11.0
8007,Li1.4Zr1N1Cl1,12.581642150878906,10.0
8008,Li1Cu2P2,5.350528717041016,3.7
8009,Li1Fe0.925Co0.075As1,10.763107299804688,7.66
8010,Li1Fe0.95Co0.05As1,11.415685653686523,10.29
8011,Li1Fe0.975Co0.025As1,12.74603271484375,13.4
8012,Li1Fe0.98Cu0.02As1,6.555360794067383,9.3
8013,Li1Fe0.98Ni0.02As1,12.348285675048828,10.58
8014,Li1Fe0.99Ni0.01As1,12.936199188232422,13.35
8015,Li1Fe1As1,11.403373718261719,16.475
8016,Li1Fe1P1,4.830961227416992,4.965
8017,Li1Fe2Se2,36.907676696777344,44.0
8018,Li1Fe3Se2O2,45.49568557739258,42.8
8019,Li1Hf0.22Zr0.78N1Br1,16.992368698120117,16.0
8020,Li1Hf0.2Zr0.8N1Cl1,19.363418579101562,18.2
8021,Li1Hf0.45Zr0.55N1Br1,16.8972110748291,19.0
8022,Li1Hf0.5Zr0.5N1Cl1,21.109066009521484,21.0
8023,Li1Hf0.7Zr0.3N1Cl1,23.547054290771484,22.6
8024,Li1Hf1N1Br1,23.41303825378418,24.1
8025,Li1Hf1N1Cl0.525Br0.475,22.334972381591797,22.7
8026,Li1Hf1N1Cl0.75Br0.25,21.53817367553711,23.6
8027,Li1Hf1N1Cl1,25.356433868408203,25.3
8028,Li1Hf1N1I1,21.390838623046875,22.2
8029,Li1Pb1,3.7163772583007812,7.2
8030,Li1Rh1B1.5,4.890962600708008,2.5
8031,Li1Ti1.91Cu0.09O4,5.484575271606445,14.4
8032,Li1Ti1O4,13.483940124511719,12.15
8033,Li1Ti2O4,11.684450149536133,11.872727
8034,Li1Zr1N1Br1,15.43531608581543,14.1
8035,Li1Zr1N1Cl0.255Br0.745,18.17831039428711,14.1
8036,Li1Zr1N1Cl0.525Br0.475,19.282695770263672,14.3
8037,Li1Zr1N1Cl0.75Br0.25,18.866247177124023,14.4
8038,Li1Zr1N1Cl1,14.17364501953125,14.4
8039,Li1Zr1N1I1,13.685165405273438,14.2
8040,Li2.6Ti1.7O4,13.986818313598633,11.4
8041,Li2.6Ti1.9O4,13.387863159179688,11.2
8042,Li2.6Ti2.7O4,11.218025207519531,10.9
8043,Li2B1Pd0.9Pt2.1,3.342348098754883,2.31
8044,Li2B1Pd1.5Pt1.5,3.515260696411133,3.72
8045,Li2B1Pd2.4Pt0.6,6.679204940795898,4.9
8046,Li2B1Pd2.7Pt0.3,7.467006683349609,6.59
8047,Li2B1Pd3,2.933368682861328,7.61
8048,Li2B1Pt3,2.6126537322998047,1.86
8049,Li2Cs1C60,19.085697174072266,12.0
8050,Li2Ir1Si3,3.973468780517578,3.75
8051,Li2Mo15Se19,5.807371139526367,2.6
8052,Li2Na1N1C60,9.377172470092773,12.0
8053,Li2Pd0.3Pt2.7B1,3.6082916259765625,3.37
8054,Li2Pd0.48Pt2.52B1,3.6832332611083984,3.07
8055,Li2Pd1.5Pt1.5B1,3.5152587890625,4.13
8056,Li2Pd2.4Ni0.6B1,3.545797348022461,7.0333333
8057,Li2Pd2.4Pt0.6B1,6.679204940795898,5.47
8058,Li2Pd2.55Ni0.45B1,3.8294105529785156,6.58
8059,Li2Pd2.7Ni0.3B1,4.34703254699707,7.233333
8060,Li2Pd2.85Ni0.15B1,5.195367813110352,7.6633334
8061,Li2Pd2.85Pt0.15B1,7.365440368652344,6.4
8062,Li2Pd2.94Ni0.06B1,6.569974899291992,7.7
8063,Li2Pd3B0.95Al0.05,5.707368850708008,7.75
8064,Li2Pd3B0.9Al0.1,4.813755035400391,7.49
8065,Li2Pd3B1,2.933370590209961,7.497
8066,Li2Pd3B1B1,4.316368103027344,8.19
8067,Li2Pt3B0.95Al0.05,4.73328971862793,2.12
8068,Li2Pt3B0.99Al0.01,5.388425827026367,2.86
8069,Li2Pt3B1,2.6126556396484375,2.728
8070,Li3Mo15Se19,7.115299224853516,3.5
8071,Lu0.05Dy0.95Ni2B2C1,8.114187240600586,5.325
8072,Lu0.1Dy0.9Ni2B2C1,7.257312774658203,2.485
8073,Lu0.25Sc4.75Ir4Si10,4.056421279907227,7.91
8074,Lu0.25Y0.75Ni2B2C1,12.350868225097656,14.2
8075,Lu0.275Rh0.725,1.8501567840576172,1.27
8076,Lu0.32Dy0.68Ni2B2C1,5.764101028442383,2.0
8077,Lu0.37Dy0.63Ni2B2C1,6.138111114501953,3.59
8078,Lu0.3Dy0.7Ni2B2C1,5.619983673095703,2.0
8079,Lu0.418Dy0.582Ni2B2C1,6.503383636474609,4.35
8080,Lu0.45Pr0.55Ba2Cu3O7,22.80467414855957,13.0
8081,Lu0.4Ba0.6Cu1O3,88.00371551513672,91.0
8082,Lu0.4Dy0.6Ni2B2C1,6.365957260131836,4.3
8083,Lu0.55Er0.45Ru1B2,5.695472717285156,5.26
8084,Lu0.55Pr0.45Ba1.7Sr0.3Cu3O6.92,41.945152282714844,35.0
8085,Lu0.55Pr0.45Ba2Cu3O7,40.98092269897461,24.0
8086,Lu0.55Tm0.45Ru1B2,5.207550048828125,2.94
8087,Lu0.574Dy0.426Ni2B2C1,7.524749755859375,7.54
8088,Lu0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7,88.32443237304688,77.0
8089,Lu0.5Ho0.5Rh4B4,4.805685043334961,8.43
8090,Lu0.5Pr0.4Ca0.1Ba2Cu3O7,63.2967414855957,57.0
8091,Lu0.5Pr0.5Ba1.7Sr0.3Cu3O6.92,34.451019287109375,20.0
8092,Lu0.5Pr0.5Ba2Cu3O6.75,28.132566452026367,40.1
8093,Lu0.5Pr0.5Ba2Cu3O7,30.42733383178711,33.0
8094,Lu0.65Er0.35Ru1B2,6.437248229980469,6.94
8095,Lu0.65Pr0.35Ba1.7Sr0.3Cu3O6.93,58.04186248779297,52.0
8096,Lu0.6Ca0.4Ba2Cu3O6,63.50196075439453,74.0
8097,Lu0.6Dy0.4Ni2B2C1,7.718843460083008,7.5
8098,Lu0.6Er0.4Ru1B2,6.0479583740234375,6.295
8099,Lu0.6Pr0.3Ca0.1Ba2Cu3O7,71.67138671875,67.25
8100,Lu0.6Pr0.4Ba1.7Sr0.3Cu3O6.91,50.032814025878906,47.0
8101,Lu0.6Pr0.4Ba2Cu3O7,54.11602783203125,54.033333
8102,Lu0.6Tm0.4Ru1B2,5.272361755371094,4.31
8103,Lu0.75Ce0.15Ca0.1Ba2Cu3O7,67.71074676513672,69.5
8104,Lu0.75Pr0.25Ba1.7Sr0.3Cu3O6.9,67.91035461425781,66.0
8105,Lu0.772Dy0.228Ni2B2C1,10.542003631591797,11.77
8106,Lu0.7Ca0.3Ba2Cu3O6.15,59.35275650024414,58.0
8107,Lu0.7Ca0.3Ba2Cu3O6.4,65.38495635986328,68.0
8108,Lu0.7Ca0.3Ba2Cu3O6.62,69.16900634765625,80.0
8109,Lu0.7Ca0.3Ba2Cu3O6.78,70.77670288085938,54.0
8110,Lu0.7Ca0.3Ba2Cu3O6.88,71.61273956298828,45.0
8111,Lu0.7Ce0.15Ca0.15Ba2Cu3O7,68.5787353515625,62.0
8112,Lu0.7Pr0.2Ca0.1Ba2Cu3O7,77.43461608886719,75.0
8113,Lu0.7Pr0.3Ba1.7Sr0.3Cu3O6.89,63.25865173339844,61.0
8114,Lu0.7Pr0.3Ba2Cu3O7,71.48423767089844,71.5
8115,Lu0.81Gd0.19Ni2B2C1,10.430675506591797,6.155
8116,Lu0.85Er0.15Ru1B2,8.136226654052734,8.86
8117,Lu0.85Pr0.15Ba1.7Sr0.3Cu3O6.91,76.56129455566406,77.0
8118,Lu0.85Pr0.15Ba2Cu3O7,84.48020935058594,86.1
8119,Lu0.87Gd0.13Ni2B2C1,11.708288192749023,9.715
8120,Lu0.88Gd0.12Ni2B2C1,11.889110565185547,7.3
8121,Lu0.8Ca0.2Ba2Cu3O6.13,49.63709259033203,41.0
8122,Lu0.8Ca0.2Ba2Cu3O6.54,62.68534851074219,65.0
8123,Lu0.8Ca0.2Ba2Cu3O6.68,65.34922790527344,78.0
8124,Lu0.8Ca0.2Ba2Cu3O6.81,67.15823364257812,52.0
8125,Lu0.8Ca0.2Ba2Cu3O6.91,68.07872009277344,48.0
8126,Lu0.8Ce0.15Ca0.05Ba2Cu3O7,66.60298919677734,63.0
8127,Lu0.8Ce0.1Ca0.1Ba2Cu3O7,69.22132873535156,73.5
8128,Lu0.8Dy0.2Ni2B2C1,11.693450927734375,11.8
8129,Lu0.8Dy0.2Ru1B2,6.161672592163086,5.07
8130,Lu0.8Er0.2Ru1B2,7.756963729858398,7.85
8131,Lu0.8Gd0.2Ru1B2,6.740772247314453,4.84
8132,Lu0.8Ho0.2Ru1B2,7.266139984130859,6.46
