material_id,composition,target
8242,Lu2Sn1C1,5.2
8243,Lu3.5Sc1.5Ir4Si10,7.665
8244,Lu3Os4Ge13,3.6
8245,Lu3Rh4Ge13,2.3
8246,Lu3Ru4Ge13,2.3
8247,Lu3Si5,7.0
8248,Lu4.5Dy0.5Ir4Si10,1.0
8249,Lu4.5Er0.5Ir4Si10,2.74
8250,Lu4.5Ho0.5Ir4Si10,1.89
8251,Lu4.5Sc0.5Ir4Si10,6.0600000000000005
8252,Lu4.5Tm0.5Ir4Si10,2.84
8253,Lu4.5Y0.5Ir4Si10,3.9
8254,Lu4.75Sc0.25Ir4Si10,6.06
8255,Lu4.93Yb0.07Ir4Si10,1.5
8256,Lu4.95Sc0.05Ir4Si10,4.5
8257,Lu4.95Yb0.05Ir4Si10,2.0
8258,Lu4.975Sc0.025Ir4Si10,4.0
8259,Lu4.98Yb0.02Ir4Si10,3.0
8260,Lu4.9Sc0.1Ir4Si10,5.835
8261,Lu4Co6Sn19,1.5
8262,Lu4Ir6Sn19,3.2
8263,Lu4Os6Sn19,1.8
8264,Lu4Rh6Sn19,4.0
8265,Lu4Sc1Ir4Si10,6.59
8266,Lu5Ir1.2Rh2.8Si10,4.8
8267,Lu5Ir2.8Rh1.2Si10,5.66
8268,Lu5Ir2Rh2Si10,5.45
8269,Lu5Ir3.12Rh0.88Si10,5.74
8270,Lu5Ir3.1Rh0.9Si10,5.77
8271,Lu5Ir3.44Rh0.56Si10,5.72
8272,Lu5Ir3.4Rh0.6Si10,5.7
8273,Lu5Ir3.8Co0.2Si10,5.52
8274,Lu5Ir4Ge10,2.55
8275,Lu5Ir4Si10,3.82
8276,Lu5Ir4Si6Ge4,5.1
8277,Lu5Ir4Si8Ge2,6.6
8278,Lu5Ir4Si9.5Ge0.5,6.0
8279,Lu5Ir4Si9.8Ge0.2,5.8
8280,Lu5Ir4Si9.95Ge0.05,4.1
8281,Lu5Ir4Si9.9Ge0.1,4.7
8282,Lu5Ir4Si9C1,3.74
8283,Lu5Ir4Si9Ge1,6.38
8284,Lu5Rh4Ge10,2.79
8285,Lu5Rh4Si10,3.72
8286,Mg0.16Zr1N1Cl1,15.0
8287,Mg0.1Pb0.9,6.61
8288,Mg0.23Al0.77B2,5.1
8289,Mg0.31Al0.69B2,11.1
8290,Mg0.3Hf1N1Cl1,25.0
8291,Mg0.47Tl0.53,2.75
8292,Mg0.4Al0.6B2,8.925
8293,Mg0.4Ti0.6B2,37.6
8294,Mg0.55Al0.225Li0.225B2,25.6
8295,Mg0.5Al0.5B2,12.9
8296,Mg0.5Co0.5B2,31.5
8297,Mg0.65Al0.175Li0.175B2,30.7
8298,Mg0.6Al0.2Li0.2B2,21.1
8299,Mg0.6Al0.4B2,11.45
8300,Mg0.6Ti0.4B2,37.5
8301,Mg0.6Zn0.2Al0.2B2,7.5
8302,Mg0.71Al0.29B2,24.0
8303,Mg0.73Sc0.27B2,6.0
8304,Mg0.75Al0.25B2,30.2
8305,Mg0.75Co0.25B2,34.0
8306,Mg0.75Fe0.25B2,32.0
8307,Mg0.75Li0.25B2,33.7
8308,Mg0.764Au0.236B2,24.5
8309,Mg0.79Al0.21B2,27.1
8310,Mg0.7Al0.15Li0.15B2,28.55
8311,Mg0.7Al0.3B2,20.360000000000003
8312,Mg0.7Be0.3B2,39.0
8313,Mg0.7Li0.3B2,31.55
8314,Mg0.7Zn0.15Al0.15B2,28.6
8315,Mg0.7Zn0.3C0.99Ni3,2.5
8316,Mg0.7Zn0.3C1Ni3,2.5
8317,Mg0.815Al0.024B2,35.0
8318,Mg0.815Al0.092B2,32.0
8319,Mg0.815Al0.09B2,32.7
8320,Mg0.815Al0.185B2,25.3
8321,Mg0.815Al0.18B2,25.7
8322,Mg0.81Al0.19B2,30.8
8323,Mg0.82Al0.18B2,29.6
8324,Mg0.854Au0.146B2,25.6
8325,Mg0.85Al0.15B2,31.5
8326,Mg0.85Li0.15B2,36.6
8327,Mg0.85Na0.15B2,38.0
8328,Mg0.85Zn0.15C1Ni3,4.12
8329,Mg0.86Al0.14B2,35.1
8330,Mg0.88Ir0.12B2,18.0
8331,Mg0.88Sc0.12B2,30.0
8332,Mg0.89Li0.11B1.88C0.12,29.9
8333,Mg0.89Li0.11B2,35.3
8334,Mg0.8Al0.1Li0.1B2,31.95
8335,Mg0.8Al0.2B2,28.71
8336,Mg0.8Cu0.2B2,38.6
8337,Mg0.8Li0.2B2,34.0
8338,Mg0.8Na0.2B2,38.0
8339,Mg0.8Ti0.2B2,37.8
8340,Mg0.8Zn0.1Al0.1B2,34.0
8341,Mg0.8Zn0.2B2,38.4
8342,Mg0.8Zn0.2C1.05Ni3,4.0
8343,Mg0.8Zn0.2C1Ni3,2.82
8344,Mg0.8Zr0.2B2,37.3
8345,Mg0.915Al0.085B2,32.4
8346,Mg0.91Al0.09B2,34.7
8347,Mg0.91Li0.09B1.84C0.16,30.15
8348,Mg0.927Al0.073B1,33.0
8349,Mg0.92Al0.08B2,33.55
8350,Mg0.92Li0.08B2,38.0
8351,Mg0.93Al0.07B2,35.8
8352,Mg0.93Li0.07B2,37.8
8353,Mg0.93Na0.07B2,38.0
8354,Mg0.93Pb0.07,0.013
8355,Mg0.94Al0.06B2,37.0
8356,Mg0.94Ir0.06B2,28.1
8357,Mg0.94Li0.06B1.96C0.04,35.6
8358,Mg0.94Pb0.06B2,35.0
8359,Mg0.956Al0.044B2,34.0
8360,Mg0.95Al0.025Li0.025B2,37.0
8361,Mg0.95Al0.05B2,36.46666666666667
8362,Mg0.95Cu0.05B2,37.75
8363,Mg0.95Fe0.05B2,29.5
8364,Mg0.95Li0.025Al0.025B2,38.2
8365,Mg0.95Li0.05B2,38.25
8366,Mg0.95Mn0.05B2,30.0
8367,Mg0.95Ti0.05B2,38.5
8368,Mg0.95Zn0.025Al0.025B2,38.5
8369,Mg0.95Zn0.05B2,38.3
8370,Mg0.95Zr0.05B2,37.7
8371,Mg0.96Mn0.04B2,32.3
8372,Mg0.978Al0.022B2,34.7
8373,Mg0.97Al0.03B2,37.3
8374,Mg0.97Co0.03B2,36.2
8375,Mg0.97Cr0.03B2,35.1
8376,Mg0.97Cu0.03B2,37.58
8377,Mg0.97Fe0.03B2,32.96666666666667
8378,Mg0.97Mn0.03B2,22.849999999999998
8379,Mg0.97Na0.03B2,38.0
8380,Mg0.982Cu0.018B2,37.8
8381,Mg0.983Al0.017B1,35.9
8382,Mg0.988Fe0.012B2,33.45
8383,Mg0.989Cu0.011B2,38.05
8384,Mg0.98Al0.02B2,36.7
8385,Mg0.98Co0.02B2,37.4
8386,Mg0.98Cr0.02B2,35.3
8387,Mg0.98Ir0.02B2,33.2
8388,Mg0.98Mn0.02B2,28.85
8389,Mg0.98Pb0.02B2,35.5
8390,Mg0.98Sc0.02B2,39.0
8391,Mg0.994Fe0.006B2,35.6
8392,Mg0.996Cu0.004B2,38.11
8393,Mg0.997Fe0.003B2,37.8
8394,Mg0.99Al0.01B2,37.95
8395,Mg0.99Co0.01B2,37.1
8396,Mg0.99Cr0.01B2,36.7
8397,Mg0.99Fe0.01B2,34.7
8398,Mg0.99Mn0.01B2,33.400000000000006
8399,Mg0.99Pb0.01B2,35.9
8400,Mg0.99Sn0.01B2,33.5
8401,Mg0.99Ti0.01B2,38.6
8402,Mg0.9Al0.05Li0.05B2,37.099999999999994
8403,Mg0.9Al0.1B2,34.3
8404,Mg0.9Co0.1B2,34.5
8405,Mg0.9Cu0.1B2,38.6
8406,Mg0.9Fe0.1B2,34.0
8407,Mg0.9Li0.1B1.82C0.18,28.5
8408,Mg0.9Li0.1B2,36.916666666666664
8409,Mg0.9Mo5.1S6,2.5
8410,Mg0.9Pb0.1B2,34.0
8411,Mg0.9Ti0.1B2,38.3
8412,Mg0.9Zn0.05Al0.05B2,38.5
8413,Mg0.9Zn0.1B2,38.4
8414,Mg0.9Zn0.1C0.98Ni3,4.5
8415,Mg0.9Zn0.1C1Ni3,4.5
8416,Mg0.9Zr0.1B2,37.3
8417,Mg1.2C1.44B0.16Ni3,6.6
8418,Mg1.2C1.52B0.08Ni3,6.9
8419,Mg1.2C1.6Ni3,7.3
8420,Mg1.4Al0.6Si1,6.0
8421,Mg1.8Cu0.2B12,36.5
8422,Mg1.985Mn0.015B2,37.4
8423,Mg1.98Mn0.02B2,36.9
8424,Mg1.995Mn0.005B2,37.7
8425,Mg1.99Mn0.01B2,37.6
8426,Mg1.9Cu0.1B12,37.3
8427,Mg10.5Ir19B17.1,4.8
8428,Mg10Ir19B16,4.0875
8429,Mg12Ir19B16,4.3
8430,Mg1Al1Si1,6.0
8431,Mg1B0.85C0.15,24.0
8432,Mg1B0.96C0.04,35.5
8433,Mg1B0.9C0.1,30.0
8434,Mg1B1.4Be0.6,8.3
8435,Mg1B1.4C0.6,19.45
8436,Mg1B1.5C0.5,27.25
8437,Mg1B1.6Be0.4,20.9
8438,Mg1B1.6C0.4,30.0
8439,Mg1B1.736C0.264,17.6
8440,Mg1B1.75C0.25,16.25
8441,Mg1B1.792C0.208,25.5
8442,Mg1B1.7Be0.3,32.9
8443,Mg1B1.7C0.3,27.5175
8444,Mg1B1.81C0.19,30.335
8445,Mg1B1.826C0.174,30.8
8446,Mg1B1.834C0.166,32.0
8447,Mg1B1.84C0.16,33.0
8448,Mg1B1.84F0.16,16.0
8449,Mg1B1.85C0.15,26.875
8450,Mg1B1.868C0.132,33.15
8451,Mg1B1.874C0.126,33.3
8452,Mg1B1.87C0.13,28.0
8453,Mg1B1.88C0.12,32.9
8454,Mg1B1.896C0.104,35.0
8455,Mg1B1.89C0.11,33.85
8456,Mg1B1.8Be0.2,36.0
8457,Mg1B1.8C0.2,28.435384615384613
8458,Mg1B1.904C0.096,35.5
8459,Mg1B1.924C0.076,35.78
8460,Mg1B1.92C0.08,38.3
8461,Mg1B1.92F0.08,21.0
8462,Mg1B1.938C0.062,37.0
8463,Mg1B1.94C0.06,36.3
8464,Mg1B1.958C0.042,37.7
8465,Mg1B1.95C0.05,36.0
8466,Mg1B1.968C0.032,37.0
8467,Mg1B1.96C0.04,36.25
8468,Mg1B1.96F0.04,30.0
8469,Mg1B1.98C0.02,37.53333333333333
8470,Mg1B1.9906C0.0094,38.5
8471,Mg1B1.9C0.1,32.843636363636364
8472,Mg1B2,33.0
8473,Mg1C0.69Ni3,1.8
8474,Mg1C0.771B0.154Ni3,6.44
8475,Mg1C0.814B0.111Ni3,6.88
8476,Mg1C0.853B0.072Ni3,6.76
8477,Mg1C0.885B0.04Ni3,6.97
8478,Mg1C0.906Ni3,3.38
8479,Mg1C0.925Ni3,7.09
8480,Mg1C0.965Ni3,6.3
8481,Mg1C0.977Ni3,7.0
8482,Mg1C0.978Ni3,7.3
8483,Mg1C0.98Ni3,6.5
8484,Mg1C1.25Ni3,7.35
8485,Mg1C1.5Ni3,8.15
8486,Mg1C1.6Ni3,6.9
8487,Mg1C1Ni2.6Co0.4,7.1
8488,Mg1C1Ni2.6Ru0.4,2.14
8489,Mg1C1Ni2.7Fe0.3,6.88
8490,Mg1C1Ni2.7Ru0.3,2.8
8491,Mg1C1Ni2.8Co0.2,7.2
8492,Mg1C1Ni2.8Fe0.2,8.0
8493,Mg1C1Ni2.8Ru0.2,3.4800000000000004
8494,Mg1C1Ni2.91Cu0.09,6.0
8495,Mg1C1Ni2.934Ru0.066,5.6
8496,Mg1C1Ni2.94Cu0.06,6.3
8497,Mg1C1Ni2.95Co0.05,7.42
8498,Mg1C1Ni2.95Fe0.05,3.72
8499,Mg1C1Ni2.967Fe0.033,4.9
8500,Mg1C1Ni2.967Ru0.033,6.1
8501,Mg1C1Ni2.975Fe0.025,5.17
8502,Mg1C1Ni2.97Cu0.03,6.8
8503,Mg1C1Ni2.985Fe0.015,5.96
8504,Mg1C1Ni2.98Fe0.02,5.46
8505,Mg1C1Ni2.98Ru0.02,6.51
8506,Mg1C1Ni2.995Fe0.005,6.44
8507,Mg1C1Ni2.995Ru0.005,6.92
8508,Mg1C1Ni2.999Fe0.001,6.93
8509,Mg1C1Ni2.99Fe0.01,6.25
8510,Mg1C1Ni2.99Ru0.01,6.715
8511,Mg1C1Ni2.9Co0.1,7.29
8512,Mg1C1Ni2.9Fe0.1,8.58
8513,Mg1C1Ni2.9Ru0.1,4.72
8514,Mg1C1Ni3,6.91125
8515,Mg1Co1Ni2.91Co0.09,6.0
8516,Mg1Co1Ni2.94Co0.06,6.0
8517,Mg1Co1Ni2.97Co0.03,6.7
8518,Mg1Co1Ni3,7.63
8519,Mg1Cu1Ni3,7.2
8520,Mg1Mo6S7,2.72
8521,Mg1Pt0.5Au0.5Si1,2.9
8522,Mg1Pt1Si1,2.5
8523,Mg1Zn1,0.925
8524,Mg2Nb1,5.6
8525,Mg2Pb1,5.6
8526,Mg2Zn11,0.88
8527,Mg2Zn3,0.76
8528,Mg4Al1Si3,5.2
8529,Mg4Ni6B2,4.0
8530,Mg7Zn3,0.28
8531,Mg9.3Ir19B16.7,5.8
8532,Mn0.01Ti0.99,1.2
8533,Mn0.025Ti0.975,2.33
8534,Mn0.02Ti0.98,1.9
8535,Mn0.03Si1V2.97,16.25
8536,Mn0.05Rh0.04Ti0.91,2.4
8537,Mn0.101Ti0.899,3.0
8538,Mn0.14Ti0.86,2.55
8539,Mn0.1Fe0.9Se0.85,11.0
8540,Mn0.21Si1V2.79,15.5
8541,Mn0.2Fe0.8Se0.85,11.1
8542,Mn0.3Fe0.7Se0.85,9.7
8543,Mo0.0006Re0.9994,1.697
8544,Mo0.025Ti0.975,1.8
8545,Mo0.02Nb0.98,8.41
8546,Mo0.04Ti0.96,2.0
8547,Mo0.04Zr0.96,4.47
8548,Mo0.059Zr0.941,4.15
8549,Mo0.05Nb0.95,7.8149999999999995
8550,Mo0.05Rh0.04Ti0.91,3.3
8551,Mo0.05Sr2Ce2.01Y0.99Cu2.95O11,34.0
8552,Mo0.05Tc0.95,10.8
8553,Mo0.0708Ti0.9292,2.8
8554,Mo0.07Zr0.93,4.91
8555,Mo0.0905Ti0.9095,3.05
8556,Mo0.1215Ti0.8785,3.5
8557,Mo0.15Nb0.68Pd0.17,1.22
8558,Mo0.15Nb0.85,5.574999999999999
8559,Mo0.15Sr2Ce2.01Y0.99Cu2.85O11,41.0
8560,Mo0.15Ti0.85,4.08
8561,Mo0.15V0.85,2.28
8562,Mo0.1633Ti0.8367,4.0
8563,Mo0.16Ti0.84,4.213
8564,Mo0.18Tc0.82,13.7
8565,Mo0.1Nb0.72Pd0.18,1.45
8566,Mo0.1Nb0.765Pd0.135,1.53
8567,Mo0.1Nb0.9,6.55
8568,Mo0.1Sr2Ce2.01Y0.99Cu2.9O11,34.0
8569,Mo0.1Tc0.9,13.4
8570,Mo0.1Ti0.9,3.25
8571,Mo0.1W0.9C1,9.0
8572,Mo0.202Zr0.798,5.25
8573,Mo0.23Re0.77,9.25
8574,Mo0.25Nb0.75,3.47
8575,Mo0.25Ru0.75,2.6
8576,Mo0.25Sr2Ce0.9Y1.1Cu2.75O9,61.0
8577,Mo0.25Sr2Ce1Y1Cu2.75O9,56.0
8578,Mo0.25Sr2Ce2.01Dy0.99Cu2.75O11,48.6
8579,Mo0.25Sr2Ce2.01Eu0.99Cu2.75O11,37.1
8580,Mo0.25Sr2Ce2.01Gd0.99Cu2.75O11,47.3
8581,Mo0.25Sr2Ce2.01Ho0.99Cu2.75O11,51.4
8582,Mo0.25Sr2Ce2.01La0.99Cu2.75O11,25.8
8583,Mo0.25Sr2Ce2.01Nd0.99Cu2.75O11,31.7
8584,Mo0.25Sr2Ce2.01Y0.99Cu2.75O11,42.333333333333336
8585,Mo0.25Sr2Ce2.01Yb0.99Cu2.75O11,36.8
8586,Mo0.25Sr2Ce2Y1Cu2.75O11,54.5
8587,Mo0.25Sr2Ce3Y1Cu2.75O13,56.0
8588,Mo0.25Sr2Y1.002Ce4.998Cu2.75O17,55.0
8589,Mo0.25Sr2Y1.5Ce0.5Cu2.75O9,35.2
8590,Mo0.25Sr2Y1Ce4Cu2.75O15,55.0
8591,Mo0.25Sr2Y1Cu2.75O7,87.53333333333335
8592,Mo0.25Tc0.75,15.8
8593,Mo0.28Re0.72,6.5
8594,Mo0.28Rh0.72,0.03
8595,Mo0.2Nb0.2Re0.6,7.6
8596,Mo0.2Nb0.608Pd0.192,1.34
8597,Mo0.2Nb0.64Pd0.16,0.94
8598,Mo0.2Nb0.8,4.4
8599,Mo0.2Ru0.8,1.66
8600,Mo0.2Sr2Ce2.01Y0.99Cu2.8O11,47.0
8601,Mo0.2Sr2Y1.2Ce0.8Cu2.8O,50.0
8602,Mo0.2Sr2Y1Cu2.8O,72.0
8603,Mo0.2W0.8C1,10.1
8604,Mo0.33Cu0.67Sr2Y1Cu2O,35.7
8605,Mo0.33Re0.67,5.845
8606,Mo0.33Rh0.67,0.1
8607,Mo0.33Sr2Y1Cu2.67O,35.0
8608,Mo0.35Pt0.075Re0.375,10.6
8609,Mo0.35Re0.65,5.6
8610,Mo0.38Re0.62,5.7
8611,Mo0.39Ru0.61,6.9
8612,Mo0.3Nb0.1Re0.6,10.1
8613,Mo0.3Nb0.7,2.575
8614,Mo0.3Si1,11.7
8615,Mo0.3Sr2Y1.2Ce0.8Cu2.7O,45.0
8616,Mo0.3Tc0.7,12.0
8617,Mo0.3V0.7,0.76
8618,Mo0.42Re0.58,7.375
8619,Mo0.45Re0.55,6.1850000000000005
8620,Mo0.45Tc0.55,14.0
8621,Mo0.4Nb0.6,0.6
8622,Mo0.4Re0.6,6.245
8623,Mo0.4Rh0.6,0.91
8624,Mo0.4Tc0.6,14.7
8625,Mo0.4W0.6C1,11.3
8626,Mo0.52Re0.48,11.1
8627,Mo0.55Pt0.05Re0.4,10.2
8628,Mo0.55Pt0.05Re0.425,11.25
8629,Mo0.57Re0.43,12.0
8630,Mo0.59Si0.41,1.34
8631,Mo0.5Pb0.5,3.52
8632,Mo0.5Pd0.5,3.52
8633,Mo0.5Pt0.05Re0.45,5.32
8634,Mo0.5Re0.395,10.6
8635,Mo0.5Re0.5,7.6000000000000005
8636,Mo0.5Rh0.5,1.91
8637,Mo0.5Tc0.5,14.0
8638,Mo0.5V0.5,0.11
8639,Mo0.61Ru0.39,7.18
8640,Mo0.62Os0.38,5.65
8641,Mo0.62Re0.38,11.5
8642,Mo0.65Pt0.05Re0.3,8.9
8643,Mo0.65Pt0.1Re0.25,7.4
8644,Mo0.65Re0.35,10.2
8645,Mo0.66Re0.34,11.8
8646,Mo0.67Zr0.33,1.56
8647,Mo0.6Pt0.05Re0.35,9.8
8648,Mo0.6Pt0.1Re0.3,8.5
8649,Mo0.6Re0.395,10.6
8650,Mo0.6Re0.4,11.633333333333333
8651,Mo0.6Ru0.4,7.85
8652,Mo0.6W0.4C1,11.3
8653,Mo0.725Nb0.061Re0.187,5.0
8654,Mo0.72Pt0.28,5.6
8655,Mo0.75Pt0.15Re0.1,5.3
8656,Mo0.75Re0.25,10.0
8657,Mo0.75Rh0.25,6.6
8658,Mo0.77Si0.23,1.7
8659,Mo0.7Nb0.3,0.016
8660,Mo0.7Pt0.075Re0.225,7.4
8661,Mo0.7Re0.3,12.75
8662,Mo0.815Pt0.185,4.62
8663,Mo0.815Re0.185,8.27
8664,Mo0.816Zr0.034B2,8.14
8665,Mo0.81Pt0.19,4.53
8666,Mo0.82Re0.18,8.5
8667,Mo0.8448Zr0.0352B2,8.11
8668,Mo0.84Hf0.16C1,11.5
8669,Mo0.84Ti0.16C1,12.8
8670,Mo0.84V0.16C1,12.9
8671,Mo0.84Zr0.16C1,11.0
8672,Mo0.85Pt0.15,8.8
8673,Mo0.865Re0.135,6.1
8674,Mo0.8736Zr0.0364B2,7.92
8675,Mo0.8Hf0.2C1,11.4
8676,Mo0.8Nb0.2,0.095
8677,Mo0.8Pt0.2,4.56
8678,Mo0.8Ti0.2C1,12.0
8679,Mo0.8V0.2C1,12.8
8680,Mo0.8W0.2C1,12.0
8681,Mo0.8Zr0.2C1,10.9
8682,Mo0.913Ti0.037,2.95
8683,Mo0.913Ti0.087,2.95
8684,Mo0.91Ti0.09,2.95
8685,Mo0.9216Zr0.0384B2,7.51
8686,Mo0.93Pt0.17,2.8
8687,Mo0.94Fe0.06Ga4,2.6
8688,Mo0.95Hf0.05C0.65,8.81
8689,Mo0.95Hf0.05C0.68,9.87
8690,Mo0.95Hf0.05C0.7,10.9
8691,Mo0.95Hf0.05C0.73,12.0
8692,Mo0.95Hf0.05C0.74,12.4
8693,Mo0.95Hf0.05C1,12.7
8694,Mo0.95Ti0.05C1,13.5
8695,Mo0.95V0.05C1,13.9
8696,Mo0.95Zr0.05C1,13.2
8697,Mo0.96Co0.04Ga4,7.07
8698,Mo0.96Nb0.04Ga4,8.0
8699,Mo0.96Ru0.04Ga4,7.63
8700,Mo0.96Zr0.04B2,5.74
8701,Mo0.97Fe0.03Ga4,5.13
8702,Mo0.98Nb0.02Ga4,8.0
8703,Mo0.99Mn0.01Ga4,3.94
8704,Mo0.9Hf0.1C1,11.9
8705,Mo0.9Re0.1,2.9450000000000003
8706,Mo0.9Re0.1C1,13.9
8707,Mo0.9Ru0.1C1,13.7
8708,Mo0.9Ti0.1C1,13.1
8709,Mo0.9V0.1C1,13.3
8710,Mo0.9W0.1C1,11.7
8711,Mo0.9Zr0.1C1,11.5
8712,Mo1,0.9126666666666666
8713,Mo1.75Ru1.25B2,3.7
8714,Mo1.7Ta0.3B1C1,4.6
8715,Mo1.85Nb0.15B1C1,6.2
8716,Mo1.86Ta0.14B1C1,5.6
8717,Mo1.8Rh0.2B1C1,9.1
8718,Mo1.8W0.2B1C1,6.82
8719,Mo1.905Hf0.095B1C1,5.0
8720,Mo1.935Zr0.065B1C1,6.2
8721,Mo1.94Hf0.06B1C1,5.8
8722,Mo1.965Zr0.035B1C1,6.9
8723,Mo1.9Nb0.1B1C1,6.7
8724,Mo13Zr87,4.91
8725,Mo15Se19,4.3
8726,Mo16Ru64P20,3.43
8727,Mo1B0.01C0.82,12.2
8728,Mo1B0.03C0.82,11.8
8729,Mo1B0.05C0.82,11.5
8730,Mo1N1,10.466666666666667
8731,Mo1Na0.3S2,4.1
8732,Mo1Ni1P1,15.5
8733,Mo1O2,12.0
8734,Mo1Os2,5.2
8735,Mo1Rb0.3S2,6.25
8736,Mo1Re3,9.89
8737,Mo1Re4,7.85
8738,Mo1Rh1,1.97
8739,Mo1Ru1,10.0
8740,Mo1Ru1P1,15.5
8741,Mo1S2Sr0.2,5.6
8742,Mo1Si0.7,1.34
8743,Mo1Sn0.03Sr2Y1Cu2O8,26.0
8744,Mo1Sn0.075Sr2Y1Cu2O8,22.0
8745,Mo1Sr2Eu1.5Ce1Cu2O10,23.0
8746,Mo1Sr2Ho1Cu2O8,27.0
8747,Mo1Sr2Sm1.5Ce1Cu2O10,18.0
8748,Mo1Sr2Y0.8Ca0.2Cu2O8,26.0
8749,Mo1Sr2Y0.93Ca0.07Cu2O8,50.1
8750,Mo1Sr2Y1Cu2O7,25.0
8751,Mo1Sr2Y1Cu2O8,27.599999999999998
8752,Mo1Te2,0.3
8753,Mo2B1C1,7.5
8754,Mo2Ir1B2,3.6
8755,Mo2N1,5.1
8756,Mo2Zr1,3.42875
8757,Mo3.29Zr96.71,2.12
8758,Mo3.95Zr96.05,2.53
8759,Mo30Re70,7.62
8760,Mo32Ru48P20,4.68
8761,Mo3Al2C1,10.0
8762,Mo3O5,7.2
8763,Mo3Os1,11.0225
8764,Mo3P1,5.9366666666666665
8765,Mo3Re1,4.905
8766,Mo3S1Se3,3.4
8767,Mo3S2Se2,3.3
8768,Mo3S4Sn0.6,14.2
8769,Mo3Sb4,2.1
8770,Mo3Sb7,2.9699999999999998
8771,Mo3Se4,6.233333333333333
8772,Mo3Si1,1.402
8773,Mo3Si1.3,1.3
8774,Mo48Ru32P20,6.18
8775,Mo4P3,2.75
8776,Mo4Re2Te8,3.5
8777,Mo5.1Pb0.9S6,13.2
8778,Mo5.1Pb1S6,14.4
8779,Mo5.22Zr94.78,4.0
8780,Mo5.25Nb0.75Se8,6.2
8781,Mo5.5Ru0.5Se8,5.43
8782,Mo5.6Ru0.4Se8,5.69
8783,Mo5.8Ru0.2Se8,6.21
8784,Mo5P0.9B2.1,8.9
8785,Mo5P1.1B1.9,9.2
8786,Mo5P1B2,8.7
8787,Mo5Pb1S7,12.5
8788,Mo5Ru1Se8,3.7
8789,Mo5S6Sn1,13.4
8790,Mo5S6Zn1,3.1
8791,Mo5Si1B2,5.8
8792,Mo6.35Pb0.7S8Sn0.36,10.0
8793,Mo6.35Pb0.9S8Sn0.12,11.0
8794,Mo6.35Pb1S8,12.6
8795,Mo6.3Pb1S6Se2,5.4
8796,Mo6.86Zr93.14,4.74
8797,Mo64Re16P10B10,8.71
8798,Mo64Ru16P20,7.31
8799,Mo6Pb0.92S7.5,14.6
8800,Mo6Pb1S7,14.0
8801,Mo6S6Br2,13.4
8802,Mo6S6I2,9.466666666666667
8803,Mo6S7Sn1,13.0
8804,Mo6S8,1.8
8805,Mo6Se5Br3,7.1
8806,Mo6Se5Cl3,5.7
8807,Mo6Se5I3,4.2
8808,Mo6Se6.5Cl1.5,6.49
8809,Mo6Se6.5Te1.5,6.23
8810,Mo6Se6Br2,6.7
8811,Mo6Se6Cl2,6.39
8812,Mo6Se6Te2,5.88
8813,Mo6Se7.3S0.7,5.03
8814,Mo6Se7.5Cl0.5,6.33
8815,Mo6Se7.5S0.5,5.45
8816,Mo6Se7.5Te0.5,6.69
8817,Mo6Se7.6,6.28
8818,Mo6Se7.7S0.3,5.83
8819,Mo6Se7.7Te0.3,6.66
8820,Mo6Se7.85S0.15,6.3
8821,Mo6Se7.9Te0.1,6.3
8822,Mo6Se7Cl1,6.52
8823,Mo6Se7S1,4.48
8824,Mo6Se8,6.277142857142857
8825,Mo6Te5I3,2.4
8826,Mo7Re13B1,8.3
8827,Mo7Re13C1,8.1
8828,Mo8.75Zr91.25,5.0
8829,Mo80P10B10,9.0
8830,Mo8P5,5.8
8831,N0.003Nb0.997,9.12
8832,N0.34Re1,4.5
8833,N0.3S0.7,0.275
8834,N0.48Nb1,5.5
8835,N0.62Pt0.38,4.21
8836,N0.6Ti1,1.17
8837,N0.72H2.16Na1K3C60,12.0
8838,N0.74H2.22Na1Rb2C60,17.0
8839,N0.75H2.25Na1K2C60,11.8
8840,N0.75V1,2.3
8841,N0.78Nb1,10.5
8842,N0.7Nb1,11.3
8843,N0.7V1,2.03
8844,N0.82V1,2.9
8845,N0.84H2.52Na1K2C60,13.0
8846,N0.84Nb1,13.5
8847,N0.85H2.55Na1K2C60,9.0
8848,N0.85Nb0.66Ti0.34,17.61
8849,N0.86H2.58Na1Rb2C60,12.0
8850,N0.87H2.61Na1K2C60,11.0
8851,N0.88Nb0.256Ti0.744,14.72
8852,N0.89Nb1,12.1
8853,N0.8H2.4Na1Rb2C60,15.2
8854,N0.8Nb1,8.9
8855,N0.8V1,4.54
8856,N0.906Zr1,3.0
8857,N0.92Nb1,16.5
8858,N0.93H2.79Na1Rb2C60,8.5
8859,N0.93Nb0.85Zr0.15,13.8
8860,N0.93Nb1,13.3
8861,N0.998Nb1O0.002,17.3
8862,N0.99Ti1,4.38
8863,N0.99V1,7.91
8864,N0.9H2.7Na1Rb2C60,12.1
8865,N0.9Nb0.114Ti0.886,10.1
8866,N1.07Nb1,14.4
8867,N12.8Nb1,16.1
8868,N1H3Na1K2C60,8.0
8869,N1Nb0.9V0.1,6.6
8870,N1Nb1,13.544166666666667
8871,N1Nb2,8.6
8872,N1S1,0.26
8873,N1Ta1,8.42
8874,N1Ti1,5.175000000000001
8875,N1V1,8.106666666666667
8876,N1Zr1,9.85
8877,N4H12Na2Cs1C60,29.6
8878,N5Nb4,8.5
